c_ClaveProdServ,Descripción,Fecha Inicio Vigencia,Fecha Fin Vigencia,Incluir IVA trasladado,Incluir IEPS trasladado
50301506,Manzanas bramley,10/1/2016,,Opcional,No
50301507,Manzana joven bramley,10/1/2016,,Opcional,No
50301508,Manzana calville blanche d’hiver,10/1/2016,,Opcional,No
50301509,Manzana cameo,10/1/2016,,Opcional,No
50301510,Manzana charles ross,10/1/2016,,Opcional,No
50301511,Manzana codlin,10/1/2016,,Opcional,No
50301512,Manzana cortland,10/1/2016,,Opcional,No
50301513,Manzana costard,10/1/2016,,Opcional,No
50301514,Manzana court pendu plat,10/1/2016,,Opcional,No
50301515,Manzana  cox´s orange pippin,10/1/2016,,Opcional,No
50301516,Manzana crab,10/1/2016,,Opcional,No
50301517,Manzana crispin,10/1/2016,,Opcional,No
50301518,Manzana delicious,10/1/2016,,Opcional,No
50301519,Manzana duchess,10/1/2016,,Opcional,No
50301520,Manzana earlidorado,10/1/2016,,Opcional,No
50301521,Manzana early mcintosh,10/1/2016,,Opcional,No
50301522,Manzana elstar,10/1/2016,,Opcional,No
50301523,Manzana imperio,10/1/2016,,Opcional,No
50301524,Manzana flor de kent,10/1/2016,,Opcional,No
50301525,Manzana fuji,10/1/2016,,Opcional,No
50301526,Manzana gala,10/1/2016,,Opcional,No
50301527,Manzana gascoyne´s scarlet,10/1/2016,,Opcional,No
50301528,Manzana gilliflower,10/1/2016,,Opcional,No
50301529,Manzana ginger dorado,10/1/2016,,Opcional,No
50301530,Manzana gladstone,10/1/2016,,Opcional,No
50301531,Manzana gloster,10/1/2016,,Opcional,No
50301532,Manzana dorado supreme,10/1/2016,,Opcional,No
50301533,Manzana dorado delicious,10/1/2016,,Opcional,No
50301534,Manzana dorado nobel,10/1/2016,,Opcional,No
50301535,Manzana granny smith,10/1/2016,,Opcional,No
50301536,Manzana gravenstain,10/1/2016,,Opcional,No
50301537,Manzana greening,10/1/2016,,Opcional,No
50301538,Manzana greensleeves,10/1/2016,,Opcional,No
50301539,Manzana honeycrisp,10/1/2016,,Opcional,No
50301540,Manzana howgate wonder,10/1/2016,,Opcional,No
50301541,Manzana rojo ida,10/1/2016,,Opcional,No
50301542,Manzana james grives,10/1/2016,,Opcional,No
50301543,Manzana jersey mac,10/1/2016,,Opcional,No
50301544,Manzana jester,10/1/2016,,Opcional,No
50301545,Manzana jonadorado,10/1/2016,,Opcional,No
50301546,Manzana jonamac,10/1/2016,,Opcional,No
50301547,Manzana  jonathan,10/1/2016,,Opcional,No
50301548,Manzana katy,10/1/2016,,Opcional,No
50301549,Manzana kidd´s orange rojo,10/1/2016,,Opcional,No
50301550,Manzana dama,10/1/2016,,Opcional,No
50301551,Manzana ley de roma,10/1/2016,,Opcional,No
50301552,Manzana laxton,10/1/2016,,Opcional,No
50301553,Manzana lord derby,10/1/2016,,Opcional,No
50301554,Manzana macoun,10/1/2016,,Opcional,No
50301555,Manzana mcintosh,10/1/2016,,Opcional,No
50301556,Manzana mutsu,10/1/2016,,Opcional,No
50301557,Manzana newtown pippin,10/1/2016,,Opcional,No
50301558,Manzana northen spy,10/1/2016,,Opcional,No
50301559,Manzana orleans reinette,10/1/2016,,Opcional,No
50301560,Manzana ozark dorado,10/1/2016,,Opcional,No
50301561,Manzana pacific rose,10/1/2016,,Opcional,No
50301562,Manzana paula rojo,10/1/2016,,Opcional,No
50301563,Manzana peamain,10/1/2016,,Opcional,No
50301564,Manzana dama rosada,10/1/2016,,Opcional,No
50301565,Manzana pippin,10/1/2016,,Opcional,No
50301566,Manzana pitmaston piña,10/1/2016,,Opcional,No
50301567,Manzana pomme dápi,10/1/2016,,Opcional,No
50301568,Manzana prime dorado,10/1/2016,,Opcional,No
50301569,Manzana rojo astrachan,10/1/2016,,Opcional,No
50301570,Manzana rojo boscoop,10/1/2016,,Opcional,No
50301571,Manzana  jefe rojo,10/1/2016,,Opcional,No
50301572,Manzana rojo delecioso,10/1/2016,,Opcional,No
50301573,Manzana rojo gravenstain,10/1/2016,,Opcional,No
50301574,Manzana roma roja,10/1/2016,,Opcional,No
50301575,Manzana rojo stayman,10/1/2016,,Opcional,No
50301576,Manzana rojo york,10/1/2016,,Opcional,No
50301577,Manzana reinette,10/1/2016,,Opcional,No
50301578,Manzana bellesa de roma,10/1/2016,,Opcional,No
50301579,Manzana russet,10/1/2016,,Opcional,No
50301580,Manzana  belleza sierra,10/1/2016,,Opcional,No
50301581,Manzana spartan,10/1/2016,,Opcional,No
50301582,Manzana stark crimson,10/1/2016,,Opcional,No
50301583,Manzana starrey,10/1/2016,,Opcional,No
50301584,Manzana stayman,10/1/2016,,Opcional,No
50301585,Manzana stayman winesap,10/1/2016,,Opcional,No
50301586,Manzana summer rambo,10/1/2016,,Opcional,No
50301587,Manzana tsugaru,10/1/2016,,Opcional,No
50301588,Manzanaveine onzas,10/1/2016,,Opcional,No
50301589,Manzana tydeman rojo,10/1/2016,,Opcional,No
50301590,Manzana vistabella,10/1/2016,,Opcional,No
50301591,Manzana weatley,10/1/2016,,Opcional,No
50301592,Manzana blanco joanetine,10/1/2016,,Opcional,No
50301593,Manzana blanco transparente,10/1/2016,,Opcional,No
50301594,Manzana winesap,10/1/2016,,Opcional,No
50301595,Manzana worcester,10/1/2016,,Opcional,No
50301596,Manzana york imperial,10/1/2016,,Opcional,No
50301597,Manzana anna,10/1/2016,,Opcional,No
50301600,Albaricoques,10/1/2016,,Opcional,No
50301601,Abaricoques ambercot,10/1/2016,,Opcional,No
50301602,Albaricoques apache,10/1/2016,,Opcional,No
50301603,Albaricoques brittany dorado,10/1/2016,,Opcional,No
50301604,Albaricoque negro,10/1/2016,,Opcional,No
50301605,Albaricoque blenheim,10/1/2016,,Opcional,No
50301606,Albaricoque bonny,10/1/2016,,Opcional,No
50301607,Albaricoque biluda,10/1/2016,,Opcional,No
50301608,Albaricoque castlebrite,10/1/2016,,Opcional,No
50301609,Albaricoque  clutha dorado,10/1/2016,,Opcional,No
50301610,Albaricoque clutha sun,10/1/2016,,Opcional,No
50301611,Albaricoque derby royal,10/1/2016,,Opcional,No
50301612,Albaricoque dina,10/1/2016,,Opcional,No
50301613,Albaricoque earlicot,10/1/2016,,Opcional,No
50301614,Albaricoque earliman,10/1/2016,,Opcional,No
50301615,Albaricoque early bright,10/1/2016,,Opcional,No
50301616,Albaricoque  flaming dorado,10/1/2016,,Opcional,No
50301617,Albaricoque frenso,10/1/2016,,Opcional,No
50301618,Albaricoque dorado bright,10/1/2016,,Opcional,No
50301619,Albaricoque doradobar,10/1/2016,,Opcional,No
50301620,Albaricoque doradoen sweet,10/1/2016,,Opcional,No
50301621,Albaricoque doradorich,10/1/2016,,Opcional,No
50301622,Albaricoque helena,10/1/2016,,Opcional,No
50301623,Albaricoque honeycot,10/1/2016,,Opcional,No
50301624,Albaricoque imperial,10/1/2016,,Opcional,No
50301625,Albaricoque jordanne,10/1/2016,,Opcional,No
50301626,Albaricoque jumbo cot,10/1/2016,,Opcional,No
50301627,Albaricoque kandy kot,10/1/2016,,Opcional,No
50301628,Albaricoque katy,10/1/2016,,Opcional,No
50301629,Albaricoque rey,10/1/2016,,Opcional,No
50301630,Albaricoque lambertin,10/1/2016,,Opcional,No
50301631,Albaricoque loma,10/1/2016,,Opcional,No
50301632,Albaricoque lulu belle,10/1/2016,,Opcional,No
50301633,Albaricoque modesto,10/1/2016,,Opcional,No
50301634,Albaricoque moorpark,10/1/2016,,Opcional,No
50301635,Albaricoque orangerojo,10/1/2016,,Opcional,No
50301636,Albaricoque palstein,10/1/2016,,Opcional,No
50301637,Albaricoque patterson,10/1/2016,,Opcional,No
50301638,Albaricoque perfection,10/1/2016,,Opcional,No
50301639,Albaricoque poppy,10/1/2016,,Opcional,No
50301640,Albaricoque poppycot,10/1/2016,,Opcional,No
50301641,Albaricoque queen,10/1/2016,,Opcional,No
50301642,Albaricoque riland,10/1/2016,,Opcional,No
50301643,Albaricoque rival,10/1/2016,,Opcional,No
50301644,Albaricoque robada,10/1/2016,,Opcional,No
50301645,Albaricoque royal,10/1/2016,,Opcional,No
50301646,Albaricoque  royal blenheim,10/1/2016,,Opcional,No
50301647,Albaricoque  royal orange,10/1/2016,,Opcional,No
50301648,Albaricoque sundrop,10/1/2016,,Opcional,No
50301649,Albaricoque tilton,10/1/2016,,Opcional,No
50301650,Albaricoque tomcot,10/1/2016,,Opcional,No
50301651,Albaricoque tracy,10/1/2016,,Opcional,No
50301652,Albaricoque tri gem,10/1/2016,,Opcional,No
50301653,Albaricoque valley dorado,10/1/2016,,Opcional,No
50301654,Albaricoque westley,10/1/2016,,Opcional,No
50301655,Albaricoque  york,10/1/2016,,Opcional,No
50301700,Bananos,10/1/2016,,Opcional,No
50301701,Banana apple,10/1/2016,,Opcional,No
50301702,Banana bebe,10/1/2016,,Opcional,No
50301703,Banana burro,10/1/2016,,Opcional,No
50301704,Bananas cavendish,10/1/2016,,Opcional,No
50301705,Bananas dominico,10/1/2016,,Opcional,No
50301706,Bananas green,10/1/2016,,Opcional,No
50301707,Bananas gros michel,10/1/2016,,Opcional,No
50301708,Bananas lacatan,10/1/2016,,Opcional,No
50301709,Bananas dedo de dama,10/1/2016,,Opcional,No
50301710,Bananas manzano,10/1/2016,,Opcional,No
50301711,Banana mysore,10/1/2016,,Opcional,No
50301712,Banana pisang mas,10/1/2016,,Opcional,No
50301713,Bananas rojo,10/1/2016,,Opcional,No
50301714,Bananas saba,10/1/2016,,Opcional,No
50301715,Bananas sucrier,10/1/2016,,Opcional,No
50301716,Bananas palillo,10/1/2016,,Opcional,No
50301717,Bananas purple,10/1/2016,,Opcional,No
50301718,Bananas isla,10/1/2016,,Opcional,No
50301800,Barberries,10/1/2016,,Opcional,No
50301801,Berberís paleleaf,10/1/2016,,Opcional,No
50301802,Barberís chenault,10/1/2016,,Opcional,No
50301803,Barberries rojo,10/1/2016,,Opcional,No
50301804,Barberís wintergreen,10/1/2016,,Opcional,No
50301805,Barberís korean,10/1/2016,,Opcional,No
50301806,Barberís mentor,10/1/2016,,Opcional,No
50301807,Barberís japanese,10/1/2016,,Opcional,No
50301808,Barberís atropurpurea,10/1/2016,,Opcional,No
50301809,Barberís aurea,10/1/2016,,Opcional,No
50301810,Barberís bagatelle,10/1/2016,,Opcional,No
50301811,Barberís crimsom pygmy,10/1/2016,,Opcional,No
50301812,Barberís kobold,10/1/2016,,Opcional,No
50301813,Barberís warty,10/1/2016,,Opcional,No
50301814,Barberís  europea,10/1/2016,,Opcional,No
50301900,Gayubas,10/1/2016,,Opcional,No
50301901,Gayuba alpine,10/1/2016,,Opcional,No
50301902,Gayuba roja,10/1/2016,,Opcional,No
50301903,Gayuba comun,10/1/2016,,Opcional,No
50302000,Moras,10/1/2016,,Opcional,No
50302001,Mora apache,10/1/2016,,Opcional,No
50302002,Mora negro satin,10/1/2016,,Opcional,No
50302003,Mora,10/1/2016,,Opcional,No
50302004,Mora cherokee,10/1/2016,,Opcional,No
50302005,Mora chester,10/1/2016,,Opcional,No
50302006,Mora dirksen,10/1/2016,,Opcional,No
50302007,Bayas josta,10/1/2016,,Opcional,No
50302008,Bayas logan,10/1/2016,,Opcional,No
50302009,Bayas marion,10/1/2016,,Opcional,No
50302010,Mora navaho,10/1/2016,,Opcional,No
50302011,Baya nectar,10/1/2016,,Opcional,No
50302012,Mora olallie,10/1/2016,,Opcional,No
50302013,Baya tay,10/1/2016,,Opcional,No
50302014,Mora thomless hull,10/1/2016,,Opcional,No
50302015,Baya young,10/1/2016,,Opcional,No
50302100,Arándanos de mirto,10/1/2016,,Opcional,No
50302101,Arandanos bog,10/1/2016,,Opcional,No
50302102,Arandanos dwarf,10/1/2016,,Opcional,No
50302103,Arandanos mountain,10/1/2016,,Opcional,No
50302104,Arandanos oval-leaved,10/1/2016,,Opcional,No
50302200,Agrás,10/1/2016,,Opcional,No
50302201,Agras bluecrop,10/1/2016,,Opcional,No
50302202,Agras bluetta,10/1/2016,,Opcional,No
50302203,Agras brigitta,10/1/2016,,Opcional,No
50302204,Agras chandler,10/1/2016,,Opcional,No
50302205,Agras duque,10/1/2016,,Opcional,No
50302206,Agras hrdyblue,10/1/2016,,Opcional,No
50302207,Agras legacy,10/1/2016,,Opcional,No
50302208,Agras misty,10/1/2016,,Opcional,No
50302209,Agras nelson,10/1/2016,,Opcional,No
50302210,Agras northblue,10/1/2016,,Opcional,No
50302211,Agras northcountry,10/1/2016,,Opcional,No
50302212,Agras northsky,10/1/2016,,Opcional,No
50302213,Agras patriot,10/1/2016,,Opcional,No
50302214,Agras spartan,10/1/2016,,Opcional,No
50302215,Agras toro,10/1/2016,,Opcional,No
50302300,Fruta del pan,10/1/2016,,Opcional,No
50302301,Fruta de pan chataigne,10/1/2016,,Opcional,No
50302302,Fruta de pan sin pepa,10/1/2016,,Opcional,No
50302303,Fruta de pan corazón blanco,10/1/2016,,Opcional,No
50302304,Fruta de pan corazón amarillo,10/1/2016,,Opcional,No
50302400,Chirimoyas,10/1/2016,,Opcional,No
50302401,Chirimoya chays,10/1/2016,,Opcional,No
50302402,Chirimoya bronceada,10/1/2016,,Opcional,No
50302403,Chirimoya burtons,10/1/2016,,Opcional,No
50302404,Chirimoya burton favorite,10/1/2016,,Opcional,No
50302405,Chirimoya jete,10/1/2016,,Opcional,No
50302406,Chirimoya reretai,10/1/2016,,Opcional,No
50302407,Chirimoya smoothey,10/1/2016,,Opcional,No
50302408,Chirimoya español,10/1/2016,,Opcional,No
50302409,Chirimoya blanco,10/1/2016,,Opcional,No
50302500,Cerezas,10/1/2016,,Opcional,No
50302501,Cereza amarelle,10/1/2016,,Opcional,No
50302502,Cereza brooks,10/1/2016,,Opcional,No
50302503,Cereza bigarreu,10/1/2016,,Opcional,No
50302504,Cereza bing,10/1/2016,,Opcional,No
50302505,Cereza blach republic,10/1/2016,,Opcional,No
50302506,Cereza negro schmidt,10/1/2016,,Opcional,No
50302507,Cereza negrotartarian,10/1/2016,,Opcional,No
50302508,Cereza fiesta bing,10/1/2016,,Opcional,No
50302509,Cereza garnet,10/1/2016,,Opcional,No
50302510,Cereza rey,10/1/2016,,Opcional,No
50302511,Cereza chapman,10/1/2016,,Opcional,No
50302512,Cereza lapin,10/1/2016,,Opcional,No
50302513,Cereza larian,10/1/2016,,Opcional,No
50302514,Cereza dark guines,10/1/2016,,Opcional,No
50302515,Cereza montmorency,10/1/2016,,Opcional,No
50302516,Cereza duque,10/1/2016,,Opcional,No
50302517,Cereza early rivers,10/1/2016,,Opcional,No
50302518,Cereza ruby bing,10/1/2016,,Opcional,No
50302519,Cereza santine,10/1/2016,,Opcional,No
50302520,Cereza geans/guines,10/1/2016,,Opcional,No
50302521,Cereza sonata,10/1/2016,,Opcional,No
50302522,Cereza lambert,10/1/2016,,Opcional,No
50302523,Cereza stella,10/1/2016,,Opcional,No
50302524,Cereza sweethart,10/1/2016,,Opcional,No
50302525,Cereza tartarian,10/1/2016,,Opcional,No
50302527,Cereza maraschino,10/1/2016,,Opcional,No
50302528,Cereza van,10/1/2016,,Opcional,No
50302529,Cereza morello,10/1/2016,,Opcional,No
50302530,Cereza royal ann,10/1/2016,,Opcional,No
50302531,Cereza ranier,10/1/2016,,Opcional,No
50302532,Cereza royal,10/1/2016,,Opcional,No
50302533,Cereza verde,10/1/2016,,Opcional,No
50302600,Citrones,10/1/2016,,Opcional,No
50302601,Citrones buddha´s hand,10/1/2016,,Opcional,No
50302602,Citrones dedo rojo,10/1/2016,,Opcional,No
50302603,Citrones fo shoukan,10/1/2016,,Opcional,No
50302604,Citrones bushakan,10/1/2016,,Opcional,No
50302605,Citones diamante,10/1/2016,,Opcional,No
50302606,Citrones etrog,10/1/2016,,Opcional,No
50302607,Citrones ponderosa,10/1/2016,,Opcional,No
50302700,Arándanos,10/1/2016,,Opcional,No
50302701,Arandano ben lear,10/1/2016,,Opcional,No
50302702,Arandano early negro,10/1/2016,,Opcional,No
50302703,Arandano gryclesik,10/1/2016,,Opcional,No
50302704,Arandano  howe,10/1/2016,,Opcional,No
50302705,Bayas lingon,10/1/2016,,Opcional,No
50302706,Arandano mcfarling,10/1/2016,,Opcional,No
50302707,Arandano mauntain,10/1/2016,,Opcional,No
50302708,Arandano pilgrim,10/1/2016,,Opcional,No
50302709,Arandano searless,10/1/2016,,Opcional,No
50302710,Arandano stevens,10/1/2016,,Opcional,No
50302800,pasas de Corinto,10/1/2016,,Opcional,No
50302801,Pasa hudson bay,10/1/2016,,Opcional,No
50302802,Pasa waxy,10/1/2016,,Opcional,No
50302803,Pasa desert,10/1/2016,,Opcional,No
50302804,Pasa negra,10/1/2016,,Opcional,No
50302805,Pasa roja,10/1/2016,,Opcional,No
50302806,Pasa blanca,10/1/2016,,Opcional,No
50302900,Dátiles,10/1/2016,,Opcional,No
50302901,Dátiles asharasi,10/1/2016,,Opcional,No
50302902,Dátiles barhi o barhee,10/1/2016,,Opcional,No
50302903,Dátiles deglet noor,10/1/2016,,Opcional,No
50302904,Dátiles fardh,10/1/2016,,Opcional,No
50302905,Dátiles gundila,10/1/2016,,Opcional,No
50302906,Dátiles halawi/halawy,10/1/2016,,Opcional,No
50302907,Dátiles hilali,10/1/2016,,Opcional,No
50302908,Dátiles khadrawi/khadrawy,10/1/2016,,Opcional,No
50302909,Dátiles khalas,10/1/2016,,Opcional,No
50302910,Dátiles khustawi,10/1/2016,,Opcional,No
50302911,Dátiles khidri,10/1/2016,,Opcional,No
50302912,Dátiles medjool/ medjol,10/1/2016,,Opcional,No
50302913,Dátiles mactoum,10/1/2016,,Opcional,No
50302914,Dátiles neghal,10/1/2016,,Opcional,No
50302915,Dátiles yatimeh,10/1/2016,,Opcional,No
50302916,Dátiles zahidi,10/1/2016,,Opcional,No
50303000,Pitahayas,10/1/2016,,Opcional,No
50303001,"Pitahaya roja, rosada",10/1/2016,,Opcional,No
50303002,"Pitahaya roja, amarillo",10/1/2016,,Opcional,No
50303100,Brevas,10/1/2016,,Opcional,No
50303101,Breva bardajic,10/1/2016,,Opcional,No
50303102,Breva brown turkey,10/1/2016,,Opcional,No
50303103,Breva calimyma,10/1/2016,,Opcional,No
50303104,Breva conadria,10/1/2016,,Opcional,No
50303105,Breva dottado,10/1/2016,,Opcional,No
50303106,Breva kadota,10/1/2016,,Opcional,No
50303107,Breva mediterránea,10/1/2016,,Opcional,No
50303108,Breva mision,10/1/2016,,Opcional,No
50303109,Breva amyma,10/1/2016,,Opcional,No
50303110,Breva verdona,10/1/2016,,Opcional,No
50303111,Breva rey blanco,10/1/2016,,Opcional,No
50303200,Grosellas,10/1/2016,,Opcional,No
50303201,Grosella early sulphur,10/1/2016,,Opcional,No
50303202,Grosella doradoendrop,10/1/2016,,Opcional,No
50303203,Grosella langley grace,10/1/2016,,Opcional,No
50303204,Grocella leveller,10/1/2016,,Opcional,No
50303205,Grosella london,10/1/2016,,Opcional,No
50303206,Grosella worcestershire,10/1/2016,,Opcional,No
50303207,Grosella american worcesterberry,10/1/2016,,Opcional,No
50303300,Toronjas,10/1/2016,,Opcional,No
50303301,Toronja burgundi,10/1/2016,,Opcional,No
50303302,Toronja duncan,10/1/2016,,Opcional,No
50303303,Toronja foster,10/1/2016,,Opcional,No
50303304,Toronja marsh,10/1/2016,,Opcional,No
50303305,Toronja nueva zelandia,10/1/2016,,Opcional,No
50303306,Toronja rio rojo,10/1/2016,,Opcional,No
50303307,Toronja ruby rojo,10/1/2016,,Opcional,No
50303308,Toronja star ruby,10/1/2016,,Opcional,No
50303309,Toronja triumph,10/1/2016,,Opcional,No
50303400,Uvas de mesa,10/1/2016,,Opcional,No
50303401,Uva alicante,10/1/2016,,Opcional,No
50303402,Uva almeira,10/1/2016,,Opcional,No
50303403,Uva alphonse lavalle,10/1/2016,,Opcional,No
50303404,Uva otoño rey grapes,10/1/2016,,Opcional,No
50303405,Uva otoño royal,10/1/2016,,Opcional,No
50303406,Uva otoño sin pepa,10/1/2016,,Opcional,No
50303407,Uva baresana,10/1/2016,,Opcional,No
50303408,Uva barlinka,10/1/2016,,Opcional,No
50303409,Uva beaty sin pepa,10/1/2016,,Opcional,No
50303410,Uva negro beauty sin pepa,10/1/2016,,Opcional,No
50303411,Uva negro emerald,10/1/2016,,Opcional,No
50303412,Uva negro gigante,10/1/2016,,Opcional,No
50303413,Uva negro globo,10/1/2016,,Opcional,No
50303414,Uva negro monnukka,10/1/2016,,Opcional,No
50303415,Uva negro perla,10/1/2016,,Opcional,No
50303416,Uva negro sin semilla,10/1/2016,,Opcional,No
50303417,Uva bonheur,10/1/2016,,Opcional,No
50303418,Uva calmeria,10/1/2016,,Opcional,No
50303419,Uva cardinal,10/1/2016,,Opcional,No
50303420,Uva catawba,10/1/2016,,Opcional,No
50303421,Uva chasselas/doradoen chasselas,10/1/2016,,Opcional,No
50303422,Uva christmas rose,10/1/2016,,Opcional,No
50303423,Uva concord,10/1/2016,,Opcional,No
50303424,Uva concord sin pepa,10/1/2016,,Opcional,No
50303425,Uva crimson sin pepa,10/1/2016,,Opcional,No
